norm,run,cooperation,fairness,strategies
0,43,0.1333524,0.8074507369180288,"[8, 8, 8, 8, 0, 0, 8, 8, 3, 3, 8, 11, 4, 8, 8, 8, 8, 0, 12, 5, 8, 15, 11, 4, 8, 4, 0, 8, 8, 4, 8, 8, 11, 0, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 4]"
0,44,0.221486,0.18909377303636427,"[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 11, 13, 13, 13, 13, 13, 13, 13, 11, 13, 13, 13, 13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 8, 13, 13, 8, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
0,45,0.0118862,0.6144623911902233,"[4, 4, 4, 4, 4, 4, 0, 4, 4, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
0,46,0.1053126,0.7212339782307244,"[12, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 12, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 5, 0, 0, 0, 12]"
0,47,0.033494,0.5134856254856255,"[4, 0, 4, 4, 4, 4, 4, 4, 4, 9, 4, 4, 0, 4, 4, 4, 4, 0, 11, 4, 12, 4, 4, 4, 0, 4, 12, 4, 4, 12, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4]"
0,48,0.039152,0.7018288195381694,"[1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 12]"
0,49,0.018352,0.9923172610434362,"[12, 12, 12, 12, 8, 12, 12, 12, 12, 0, 12, 12, 12, 12, 12, 12, 12, 8, 12, 8, 12, 12, 12, 12, 12, 4, 12, 12, 12, 0, 12, 12, 12, 12, 4, 4, 12, 12, 4, 12, 12, 12, 12, 12, 8, 8, 12, 12, 12, 12]"
0,50,0.0214984,0.3339774370469133,"[8, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]"
150,1,0.8204632,0.34291405317264084,"[7, 6, 6, 14, 10, 6, 6, 6, 14, 6, 6, 14, 14, 7, 6, 6, 6, 6, 6, 6, 14, 6, 7, 6, 6, 14, 6, 14, 6, 6, 6, 6, 14, 6, 6, 6, 14, 6, 14, 14, 6, 6, 6, 14, 6, 14, 6, 7, 6, 6]"
150,2,0.7861944,0.14354320156864897,"[10, 6, 6, 2, 10, 6, 10, 10, 6, 6, 6, 6, 2, 10, 6, 6, 2, 10, 6, 6, 6, 6, 2, 6, 6, 10, 2, 6, 10, 6, 2, 2, 6, 6, 6, 2, 6, 6, 6, 6, 6, 2, 6, 6, 2, 6, 10, 6, 6, 10]"
